FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.269399,269399,"LINESTRING (16.45749284282498 48.16024740821997, 16.455544560804608 48.16034218845643, 16.451661635387325 48.16069356134615, 16.447892373676115 48.161001861114535)",N71,11,Nachtautobus Wotag,
OEFFLINIENOGD.269400,269400,"LINESTRING (16.447892373676115 48.161001861114535, 16.44725663536781 48.15976514734854, 16.451031976549135 48.159033313885686, 16.45260336354838 48.15878902575533, 16.45394158969156 48.158659229592416)",N71,11,Nachtautobus Wotag,
OEFFLINIENOGD.269401,269401,"LINESTRING (16.431255413074627 48.1655648597653, 16.43113370038288 48.165338513021794, 16.42934713129215 48.16280939957822, 16.42880970958699 48.16223617537047)",N71,11,Nachtautobus Wotag,
OEFFLINIENOGD.269402,269402,"LINESTRING (16.447892373676115 48.161001861114535, 16.447330654996588 48.161102343876294, 16.445447628933984 48.16202262983055, 16.445092339284717 48.16219904865578, 16.444616091750515 48.16236130374218, 16.443933594425523 48.16254278656346, 16.439795598364753 48.163517420454305, 16.435458384163027 48.16455394414331, 16.431255413074627 48.1655648597653)",N71,11,Nachtautobus Wotag,
OEFFLINIENOGD.269403,269403,"LINESTRING (16.401968317198573 48.18710552298672, 16.399862266531397 48.188944849588005)",N71,11,Nachtautobus Wotag,
OEFFLINIENOGD.269404,269404,"LINESTRING (16.391147424127368 48.2020932524489, 16.390475550576248 48.20259318366925)",N75,11,Nachtautobus Wotag,
OEFFLINIENOGD.269405,269405,"LINESTRING (16.390475550576248 48.20259318366925, 16.38989222554578 48.20320996172661, 16.389581050813423 48.20347779653876, 16.3886652397927 48.20422180115712, 16.387958311065447 48.20474857736914, 16.38744694649138 48.20507598298892, 16.386810966654718 48.20537964704104, 16.38537865778045 48.20584129005436, 16.38285713443472 48.20657702499953)",N75,11,Nachtautobus Wotag,
OEFFLINIENOGD.269406,269406,"LINESTRING (16.380652988212564 48.207339278454896, 16.38152184100922 48.206937430026905)",N75,11,Nachtautobus Wotag,
OEFFLINIENOGD.269407,269407,"LINESTRING (16.40667263525229 48.19626818441768, 16.40640791929788 48.1963216467711, 16.405092819100645 48.19655087142468, 16.40450934490538 48.19670540991615, 16.403518929171977 48.19702389130556, 16.402452842090273 48.19745864451583)",N75,11,Nachtautobus Wotag,
OEFFLINIENOGD.269408,269408,"LINESTRING (16.39801661837296 48.200557396212666, 16.398390027084304 48.20029545376493, 16.399145359668342 48.19946817828039, 16.399674204332797 48.198991994009745, 16.4001364650248 48.198643741653065, 16.401176642898335 48.19795013818484, 16.402452842090273 48.19745864451583)",N75,11,Nachtautobus Wotag,
OEFFLINIENOGD.269409,269409,"LINESTRING (16.385971188960525 48.290734897492726, 16.38655210084637 48.291463321071596)",N20,11,Nachtautobus Wotag,
OEFFLINIENOGD.269410,269410,"LINESTRING (16.3832012851254 48.287445942373374, 16.383833183330903 48.28649083547993, 16.38455650765518 48.28528844551737, 16.385189896757822 48.28402232087218, 16.38587289233575 48.282475398230666, 16.386370870681162 48.281333054789876, 16.386939994852824 48.280062188531254, 16.387352561469104 48.279110233400516, 16.38784341644955 48.278039269794995, 16.38853342080701 48.27653039711883, 16.389742605811524 48.27388390973083, 16.39044665416946 48.272279841042106, 16.391420944758146 48.27012836779407, 16.39189332643122 48.269173598750385)",N20,11,Nachtautobus Wotag,
OEFFLINIENOGD.269411,269411,"LINESTRING (16.39593201432087 48.26010082697707, 16.394997313894375 48.26216975600439, 16.394620590595483 48.263059857604, 16.394357714285444 48.263792858555576)",N20,11,Nachtautobus Wotag,
OEFFLINIENOGD.269820,269820,"LINESTRING (16.223969695794462 48.20899583326504, 16.225093519713877 48.20865150082122, 16.227103041071715 48.207821802836555, 16.22750904545549 48.207732957289615, 16.228053782692164 48.20769064044402, 16.228459523896568 48.20772671255465, 16.22896660745462 48.20781641619508, 16.22958067166374 48.20781698693921, 16.230435095283443 48.207782083327245, 16.231476421863743 48.20774020573308, 16.231839709346968 48.2076477374893, 16.232171151966707 48.207458870624386, 16.23278669836347 48.20672060257952, 16.2333487042862 48.20604652819796, 16.233530602935087 48.20586823090664, 16.233749841980462 48.20570781273835, 16.234567592794292 48.20529808092309, 16.235331867440703 48.204923988710156, 16.23564183144467 48.204781491679405, 16.235914271045957 48.20471391515942, 16.23620261097097 48.20470702732138, 16.237051481763597 48.2047541616804, 16.23743598446938 48.20471880098599, 16.237852639533717 48.204622789190154, 16.238467033490664 48.2044305762026, 16.23880904809214 48.2042738219952, 16.23907623020611 48.204159833865944, 16.23942350014603 48.20404591161086, 16.240107204108405 48.203900147785944, 16.24214217091983 48.20351992570384, 16.243610727959823 48.20337478000171, 16.244400984951394 48.203346859754234, 16.245175097402324 48.20339030505949, 16.245210039664606 48.20339316286822)",N49,10,Nachtautobus Woend,
OEFFLINIENOGD.269821,269821,"LINESTRING (16.255170558347288 48.19974649139528, 16.256867281117458 48.19887932743339, 16.257330236882588 48.198708324550466, 16.25860506407552 48.19828088752223, 16.25910349238569 48.19818128521637, 16.26005762821669 48.197986804177866, 16.260271162030264 48.19799646282277, 16.26039209413879 48.19804889129204, 16.26053437553854 48.198106091996024)",N49,10,Nachtautobus Woend,
OEFFLINIENOGD.269822,269822,"LINESTRING (16.26053437553854 48.198106091996024, 16.26064582779828 48.19816736510694, 16.260840089547454 48.19821317813944, 16.26102374036633 48.19821329826869, 16.261241624630497 48.19816918199374, 16.262217809584936 48.197913500208664)",N49,10,Nachtautobus Woend,
OEFFLINIENOGD.269823,269823,"LINESTRING (16.261188514075293 48.1979792659764, 16.26093857835077 48.19803763795678, 16.26071856378029 48.198078896008866, 16.26053437553854 48.198106091996024)",N49,10,Nachtautobus Woend,
OEFFLINIENOGD.269824,269824,"LINESTRING (16.375390659511552 48.20006339891107, 16.373923307394797 48.199693525002104, 16.37370261560551 48.199667423429716, 16.373496210672595 48.199710320972024, 16.373321846055184 48.199762725322046)",N71,10,Nachtautobus Woend,
OEFFLINIENOGD.269825,269825,"LINESTRING (16.374309699557067 48.22378472253489, 16.374064302452418 48.22396342390943, 16.373165628696402 48.22460022104596, 16.372329224110754 48.225198325264316, 16.37208003599441 48.22531440215022, 16.371715111914313 48.22543051347191, 16.37118995105528 48.22556154554685, 16.370891785308764 48.22566573678017, 16.370620334457843 48.22578181722132, 16.3703578099882 48.225936559692876, 16.370179887326625 48.22613291771451)",N31,10,Nachtautobus Woend,
OEFFLINIENOGD.269826,269826,"LINESTRING (16.370179887326625 48.22613291771451, 16.370019609410033 48.22608834984223, 16.369886082444935 48.22610623521112, 16.369774849044855 48.226183600270296, 16.369725945016423 48.22627581816737, 16.369757174480302 48.22638288467486, 16.36986849691363 48.22644233842743, 16.370033205161914 48.226454187071994, 16.370100590336314 48.22644032666134)",N31,10,Nachtautobus Woend,
OEFFLINIENOGD.269827,269827,"LINESTRING (16.37734628254352 48.2436608906935, 16.378685708972387 48.24425387335623)","N29, N31",10,Nachtautobus Woend,
OEFFLINIENOGD.269828,269828,"LINESTRING (16.38082478314173 48.216660919290355, 16.380862020726628 48.21690075452951, 16.380859430601365 48.217197712106106, 16.380867307487563 48.217978463159774)",N29,10,Nachtautobus Woend,
OEFFLINIENOGD.269829,269829,"LINESTRING (16.380867307487563 48.217978463159774, 16.38090591590176 48.218983460259025)",N29,10,Nachtautobus Woend,
OEFFLINIENOGD.269830,269830,"LINESTRING (16.38090591590176 48.218983460259025, 16.381223393204436 48.21965196281573, 16.381530178543667 48.22029905492943, 16.38178706768043 48.220884299054426, 16.382261606987655 48.22195962343717, 16.382393647370094 48.222283176234555)",N29,10,Nachtautobus Woend,
OEFFLINIENOGD.269831,269831,"LINESTRING (16.375934785298902 48.17320711799054, 16.37514625074492 48.17325864008587, 16.372665079545104 48.173427207832404)","N65, N66",10,Nachtautobus Woend,
OEFFLINIENOGD.269832,269832,"LINESTRING (16.37590778362948 48.24513501795024, 16.37734628254352 48.2436608906935)",N29,10,Nachtautobus Woend,
OEFFLINIENOGD.269833,269833,"LINESTRING (16.368296940318917 48.244304956736336, 16.36958026995522 48.245670392909, 16.36979051484934 48.245765508876794, 16.37004702021071 48.24577971014535, 16.37186013488727 48.24554597556528, 16.37326360372804 48.24537421116504, 16.37462081128032 48.245283345809945, 16.375415158614704 48.24519503770487, 16.37590778362948 48.24513501795024)",N29,10,Nachtautobus Woend,
OEFFLINIENOGD.269834,269834,"LINESTRING (16.35639121859171 48.192063549119325, 16.354964463774184 48.19284663655807)",N71,10,Nachtautobus Woend,
OEFFLINIENOGD.269835,269835,"LINESTRING (16.34264328539002 48.25570014654552, 16.342131089973147 48.255737650654666)",N38,10,Nachtautobus Woend,
OEFFLINIENOGD.269836,269836,"LINESTRING (16.348908439752083 48.24090269684955, 16.348898316584936 48.24117727019673, 16.34880790057588 48.24286906665371)",N38,10,Nachtautobus Woend,
OEFFLINIENOGD.269837,269837,"LINESTRING (16.355294685416336 48.22476820085035, 16.355908999202754 48.22488706867827, 16.356345231036467 48.224916735999905, 16.35704849877309 48.224851175727096)",N38,10,Nachtautobus Woend,
OEFFLINIENOGD.269838,269838,"LINESTRING (16.31648276947103 48.223140567521355, 16.31975198723106 48.22205604864197, 16.321360536524676 48.221482259438474)",N43,10,Nachtautobus Woend,
OEFFLINIENOGD.269839,269839,"LINESTRING (16.290794507755873 48.23425596725425, 16.29071332485928 48.234214164594846, 16.290615024808417 48.234228485134565, 16.290526101823943 48.23425643217818, 16.290463663527802 48.23429980938034, 16.29046105443422 48.234350062230746)",N43,10,Nachtautobus Woend,
OEFFLINIENOGD.269840,269840,"LINESTRING (16.29046105443422 48.234350062230746, 16.29049606432871 48.234391192947065, 16.290562707197896 48.23442605445733, 16.29068918367811 48.234463223858405)",N43,10,Nachtautobus Woend,
OEFFLINIENOGD.269841,269841,"LINESTRING (16.37384807796026 48.17834037844441, 16.37318365911231 48.178404079780684, 16.371934755696476 48.178506529318476, 16.369487747311886 48.17863199748582, 16.36601784082876 48.17882194092247, 16.363050889478885 48.17900032243328, 16.3619149636579 48.179064838794716, 16.361609817731715 48.17914050242032, 16.35984696223472 48.1800669223776, 16.35976911128966 48.18012440986544)",N6,10,Nachtautobus Woend,
OEFFLINIENOGD.269842,269842,"LINESTRING (16.352996513099132 48.19437479782786, 16.35283599707858 48.19324695353099)",N71,10,Nachtautobus Woend,
OEFFLINIENOGD.269843,269843,"LINESTRING (16.349395547858308 48.16871956212289, 16.350012335327097 48.169681800076624)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269844,269844,"LINESTRING (16.347890103269048 48.169134592330224, 16.345117425535154 48.16989891160098)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269845,269845,"LINESTRING (16.345117425535154 48.16989891160098, 16.343458883700542 48.17024804945875, 16.343173798572373 48.17028889766154)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269846,269846,"LINESTRING (16.329751387530052 48.1742429362281, 16.329825521280444 48.17407546758093)",N62,10,Nachtautobus Woend,
OEFFLINIENOGD.269847,269847,"LINESTRING (16.31709728181963 48.163847839795594, 16.317165858712727 48.16382696871309, 16.317511362780607 48.16373997915309, 16.319086383596723 48.163106889931925, 16.32061643668677 48.16268388417446, 16.321594502039193 48.16268701310735, 16.32256816301766 48.1623869747281, 16.322886781030366 48.16209585854801, 16.324138620453358 48.16163675349855)",N65,10,Nachtautobus Woend,
OEFFLINIENOGD.269848,269848,"LINESTRING (16.324138620453358 48.16163675349855, 16.323353798575262 48.16039701616459, 16.323273066749472 48.160303958031314, 16.319836292026267 48.16105691921167, 16.317785043580383 48.16150831175014)",N65,10,Nachtautobus Woend,
OEFFLINIENOGD.270310,270310,"LINESTRING (16.375817320342634 48.21456047832241, 16.375826509520063 48.214393363317804, 16.375834172649924 48.21425399828518, 16.37591083344982 48.21394369072494, 16.37609292590407 48.21369806704506, 16.37638325899517 48.21346763432648, 16.376722053949027 48.21329619362672, 16.377250475111087 48.2130604196638, 16.3773371728428 48.21302173579658, 16.377429159322833 48.21298069194378, 16.378332210819565 48.21270714391885, 16.379157389665345 48.21254622288021, 16.379350962075108 48.21250847230928, 16.38012333808825 48.21242176357691, 16.380150753806333 48.212418685498264, 16.380346277549307 48.21239673447905, 16.380566328296787 48.21238928150251, 16.381454864748026 48.21235918330996, 16.38241183682732 48.21237450692067, 16.38309544275518 48.212444186118105, 16.383124601288156 48.212447523276204, 16.38359746581058 48.2125016471346, 16.38359826655171 48.21250179339338, 16.384612276113177 48.21268682112641, 16.385157100506884 48.212815080624964, 16.38571264529066 48.21298259458494, 16.386214832377526 48.213192959285784, 16.38623690134115 48.21320143836314, 16.38692001442617 48.213463907694035, 16.387480982629373 48.213702794312454, 16.38782821870123 48.21381685248761, 16.388067586728788 48.213849676847175, 16.38837300729745 48.21389155925296, 16.388912432482293 48.21394128185843, 16.389441132918982 48.21394817583845, 16.389927047339295 48.21389441201749, 16.39038089933896 48.213822815146806, 16.39077740408237 48.21373887269331, 16.39149234458423 48.213587510352255, 16.391568983682973 48.21357128474283, 16.39159465559743 48.21356584945457, 16.392588319581197 48.21330014609092, 16.392764725205836 48.213252974468695, 16.393516510489246 48.212981938368024, 16.394050262460173 48.2127407506375, 16.394052839813686 48.21273889763648, 16.39459387028367 48.21234999376749, 16.3948328498891 48.2121782068331, 16.395401786042527 48.21158899878312, 16.39572621380822 48.21122001481895, 16.396596955631413 48.209973317993935, 16.396645051147363 48.20989306149705, 16.39699783741129 48.20930435098061, 16.39708548014768 48.209158094596845, 16.39725419005946 48.208833803076544, 16.397684580253607 48.20779553371807, 16.39784810973708 48.20696925406794, 16.39785707226232 48.206923963885494, 16.39789854398431 48.20663594804859, 16.397985596783887 48.206031352496375, 16.397993438045987 48.205976897904684, 16.398002693560883 48.20591261475573, 16.398059961012216 48.20543371721106, 16.39823739976229 48.20498449713869, 16.398477282869578 48.20466314007451, 16.398762323496875 48.20434183344299, 16.398926061510675 48.2041572606745, 16.399717305247954 48.20354708767272, 16.399784424035712 48.20351723978003, 16.40028650956433 48.203293953826915, 16.40087809805872 48.20315382874374, 16.403710723609322 48.202675995428926, 16.403991946800566 48.20262855147266, 16.404632125247595 48.20248909962017, 16.404868203974278 48.20243767302525, 16.405481987665507 48.20227669073001, 16.40623356819726 48.20202341722151, 16.40670937189528 48.20182979504058, 16.407260684963966 48.20154689335431, 16.40779415402134 48.20123425771893, 16.40824745173606 48.200865157337795, 16.408304293995347 48.20081344385824, 16.40854516294112 48.200594306288814, 16.408775807951418 48.20031849481685, 16.408896050130558 48.20017470421412, 16.410410234273233 48.1981303704192, 16.410568381412613 48.19791381172012, 16.41095861044728 48.19737944194689, 16.41112951987132 48.19714539937912, 16.411332257550928 48.19700114580655, 16.411410029753156 48.19694580897593, 16.412005282470048 48.19634460276745, 16.41284418266256 48.1956587593835, 16.41305958062716 48.195528887959, 16.413982010720026 48.19497270865473, 16.414481471771108 48.194671549910986, 16.416456048812325 48.193480888428546)",VAL2,10,Nachtautobus Woend,
OEFFLINIENOGD.270311,270311,"LINESTRING (16.41984063654963 48.191546141028525, 16.416968661961295 48.193171770371016, 16.416759555188605 48.193297867600826, 16.416456048812325 48.193480888428546)",VAL2,10,Nachtautobus Woend,
OEFFLINIENOGD.270312,270312,"LINESTRING (16.41864692842481 48.19101974702284, 16.41968220607871 48.190408870340065, 16.42181532892266 48.18918901170576, 16.422504822937082 48.18883969340077, 16.422505998756375 48.18883909806343, 16.422718419694046 48.18873147700841, 16.423742482064423 48.18827384304992, 16.424674154817215 48.18790193275784, 16.425819292157403 48.18751557086145, 16.4276259288726 48.18693831544688, 16.4309096131302 48.185973955098994, 16.43139573262749 48.18583117925711, 16.435535260200297 48.18463793842436, 16.43706467804621 48.184196121376026, 16.43889968667298 48.18366598873471, 16.44044269228299 48.183220184458094, 16.44352924564205 48.18232266123308, 16.447604217177183 48.18115284055539, 16.448827389953397 48.18080424535133, 16.449730439747082 48.18050354265583, 16.45031344868966 48.180284053693576, 16.450974503332702 48.1799645452577, 16.451649557472503 48.17954508215957, 16.452097081708672 48.17920674644961, 16.452537302243517 48.178787513835246, 16.45313881990324 48.178115892026916)",VAL2,10,Nachtautobus Woend,
